text;question;options;ans;label;category
;Unsur A terletak pada golongan VIA periode 3 dan memiliki massa atom relatif sebesar 32. Jumlah proton dan neutron unsur A adalah �.;"16 dan 16
16 dan 17
17 dan 15
18 dan 13
15 dan 17";A;;MOTS
;Dibanding asam halida yang lain, senyawa HF memiliki titik didih yang paling tinggi. Hal ini disebabkan karena pada senyawa HF terdapat �.;"Ikatan kovalen
Ikatan hidrogen
Ikatan elektrovalen
Ikatan ionik
Ikatan logam";B;C1;LOTS
"Sebanyak 5 gram CaCO3 direaksikan dengan 100 mL HCl 0,5 M menurut reaksi berikut:

CaCO3 (s) + HCl (aq) -> CaCl2 (aq) + H2O (g) + CO2 (g) (reaksi belum setara)";Volume CO2 yang terbentuk jika diukur pada suhu kamar sebanyak �.;"0,2 L
0,4 L
0,6 L
0,8 L
1,0 L";C;;HOTS
"Perhatikan reaksi berikut ini!

HF + H2O -> F- + H3O+
NH3+ H2O -> NH4+ + OH-
C6H5COOH + H2O -> C6H5COO- + H3O+
RNH2+ H2O -> RNH3 + OH-";Air merupakan salah satu zat yang bersifat amfoter, artinya dapat bertindak sebagai asam maupun basa. Reaksi yang menunjukkan air bertindak sebagai basa adalah �.;"1, 2, dan 3
1 dan 3
2 dan 4
4 saja
1, 2, 3, 4";B;;HOTS
Seorang siswa mengencerkan sebanyak 5 mL H2SO4 pekat hingga volume nya mencapai 500 mL. Kemudian 25 mL larutan hasil pengenceran tersebut tepat dinetralkan dengan 50 mL NaOH 0,15 M. ;Konsentrasi asam pekat tersebut adalah �.;"7,5 M
12,5 M
15 M
17 M
18 M";C;;HOTS
;Larutan penyangga adalah larutan yang dapat mempertahankan pH. Di dalam darah manusia terdapat sistem penyangga yang dapat menjaga pH darah selalu stabil, sistem penyangga tersebut adalah �.;"H3PO4dan H2PO4-
HCO3-dan CO32-
HPO42-dan H2PO4-
H2CO3dan HCO3-
HPO42-dan PO42-";D;;LOTS
Seorang siswa memiliki beberapa jenis garam yang berbeda. Garam - garam tersebut dilarutkan dalam air kemudian diuji menggunakan indikator kertas lakmus.;Garam yang dapat mengubah warna lakmus merah menjadi biru adalah �.;"amonium klorida 
barium nitrat
natrium asetat
kalium sulfat 
kalium bromida";C;;HOTS
"Reaksi pembentukan gas NH3 memiliki persamaan sebagai berikut:

N2 (g) + 3H2 (g) -> 2NH3 (g)  latihan soal unbk sma kimia";Pernyataan berikut yang tepat adalah �.;"Entalpi reaksi pembentukan standar NH3 = -2a kJ
Reaksi pembentukan NH3 merupakan reaksi endoterm.
Reaksi pembentukan standar NH3 akan melepaskan kalor sebanyak a kJ
Pada pembentukan 1 mol NH3 dibutuhkan kalor sebanyak 2a kJ.
Pada reaksi pembentukan standar NH3 sebanyak a kJ kalor mengalir dari lingkungan ke sistem";C;;HOTS
Seorang siswa melakukan percobaan kinetika kimia dengan mereaksikan sejumlah zat. Variabel bebas dari reaksi tersebut adalah konsentrasi zat dan variabel terikat adalah laju reaksi. Setelah akhir percobaan ternyata laju reaksi meningkat pada konsentrasi yang lebih tinggi, ;fenomena ini dapat dijelaskan karena kenaikan konsentrasi akan �;"memperbesar suhu reaksi
memperbesar energi aktivasi
memperbesar tekanan 
memperbesar energi kinetik molekul reaktan
meningkatan frekuensi tumbukan efektif";E;;HOTS
;Pada sistem kesetimbangan 2NH3  N2 + 3H2    ?H = -x kkal. Agar kesetimbangan bergeser ke arah pembentukan gas hidrogen dilakukan dengan .... ;"Memperkecil tekanan dan menaikkan suhu
Memperbesar tekanan dan menurunkan suhu
Menambah katalis dan menaikkan suhu
Memperbesar tekanan dan suhu tetap
Memperkecil volume dan suhu tetap";A;;HOTS
;Berikut ini yang merupakan aplikasi sifat koligatif larutan penurunan titik beku dalam kehidupan sehari-hari adalah �.;"Hemodialisa (cuci darah)
Membunuh lintah dengan garam
Mencairkan salju di jalan dengan penambahan etilen glikol
Menambahkan urea dalam radiator mobil
Menambahkan garam saat merebus daging";C;C1;LOTS
;"Logam Natrium dapat diperoleh dengan cara mengelektrolisis lelehan NaCl menggunakan elektroda inert, massa logam Natrium yang dihasilkan di katoda dari elektrolisis lelehan NaCl selama 20 menit dengan kuat arus 5 A adalah sebesar �. (Ar Na = 23 gr/mol; Cl = 35,5 gr/mol)";"1,43 gr
2,35 gr
3,75 gr
5,23 gr
6,44 gr";A;;HOTS
Suatu senyawa karbon, X memiliki rumus molekul C4H8O. Senyawa X dapat bereaksi dengan pereaksi fehling membentuk endapan merah bata. ;Jika senyawa X bereaksi dengan gas hidrogen akan menghasilkan senyawa Y. Senyawa Y adalah �.;"Butanon
1-butanol
2-butanol
Asam butanoat
Butanal";B;;HOTS
;Senyawa berikut ini yang merupakan isomer dari senyawa 2-metilpentana adalah �.;"2,3-dimetilbutana
2,3-dimetilpropana
2,2,3-trimetilbutana
2-metilbutana
3-metilheptana";A;;MOTS
;Proses pembersihan dari kontaminasi dengan menambahkan soda kaustik dalam proses pengolahan minyak tanah disebut �.;"reforming
cracking
blending
ekstraksi
treating";E;C1;LOTS
Perhatikan struktur senyawa berikut ini!;Nama yang tepat untuk senyawa di atas adalah �.;"Asam p-metilbenzoat
Asam o-metilbenzoat
Asam m-metilbenzoat
Asam 3-metilbenzoat
Asam metilbenzoat";B;;MOTS
Seorang siswa menguji beberapa jenis makanan yang mengandung protein, yaitu putih telur, susu, tahu, dan ikan. Keempat protein tersebut dilakukan uji biuret, xantoproteat, dan Pb-asetat. Setelah akhir percobaan didapatkan hasil bahwa susu dan tahu hanya dapat bereaksi dengan biuret membentuk warna ungu. Ikan dapat bereaksi dengan biuret dan xantoproteat dengan membentuk warna berturut - turut ungu dan jingga. Putih telur bereaksi dengan ketiga uji tersebut, biuret (ungu), xantoproteat (jingga) dan Pb-asetat (hitam). ;Berdasarkan data hasil percobaan tersebut, bahan yang diperkirakan mengandung protein dengan unsur belerang adalah �.;"putih telur
susu dan ikan
susu dan tahu
putih telur dan ikan
tahu dan ikan";A;;HOTS
Seorang siswa melakukan uji nyala terhadap logam natrium dan logam barium. Hasil pengamatannya menunjukkan bahwa logam natrium memancarkan api berwarna kuning, sedangkan logam barium memancarkan api berwarna hijau.;Pernyataan yang paling sesuai terkait fenomena ini adalah �.;"panjang gelombang yang dipancarkan barium lebih panjang
frekuensi logam natrium yang terpancar lebih besar
pada saat dilakukan pembakaran terjadi eksitasi elektron dari kulit paling tinggi ke kulit paling rendah
kalor yang didapat dari proses pembakaran akan diserap oleh atom dan menyebabkan elektron tereksitasi
setelah terjadi pembakaran, elektron yang tereksitasi bersifat tidak stabil dan kembali ke kulit semula dengan menyerap kalor.";D;;HOTS
;Reaksi berikut yang  dapat terjadi dalam keadaan standar adalah ....;"Larutan KBr dengan gas I2
Larutan KCl dengan gas I2
Larutan MgCl2 dengan gas Br2
Larutan MgF2 dengan gas Cl2
Larutan KI dengan gas Br2";E;;HOTS
Berdasarkan wujudnya, materi dibagi menjadi tiga, yaitu gas, cair dan padat.;Perbedaan paling mendasar antara ketiga fasa itu adalah �.;"A. bentuk dan ukurannya
B. massa jenis dan bentuknya
C. jarak antar partikelnya
D. jenis zat penyusunnya
E. bentuk dan wujudnya";C;C1;LOTS
"Perhatikan pernyataan berikut ini:
P 1s2 2s2 2p2
Q 1s2 2s2 2p6 3s2 3p3
R 1s2 2s2 2p6 3s2 3p6 3d1 4s2
S 1s2 2s2 2p6 3s2 3p6 3d10 4s2 4p3";Unsur yang terletak pada golongan yang sama adalah �.;"A. P dan Q
B. P dan R
C. Q dan S
D. P dan S
E. R dan S";C;C3;MOTS
Selain unsur yang berada dalam golongan gas mulia, unsur harus berikatan dengan unsur lain agar tercapai kestabilan.;Salah satu ikatan yang terjadi adalah ikatan kovalen polar yaitu �.;"A. ikatan kovalen yang terbentuk ketika elektron sekutu atom tidak benar - benar dipakai
B. terjadi jika adanya penggunaan pasangan elektron secara bersama - sama oleh atom - atom yang berikatan
C. ikatan kovalen yang terbentuk ketika atom membagikan elektronnya setara (sama)
D. ikatan kimia yang menggunakan pasangan elektron bersama yang berasal dari salah satu atom
E. ikatan yang terbentuk karena adanya serah terima elektron";A;C2;MOTS
;Unsur dengan nomor atom 7 dapat membentuk ikatan ion dengan unsur bernomor atom �.;"A. 83
B. 36
C. 53
D. 38
E. 15";D;C3;MOTS
Diketahui data hasil pengujian daya hantar listrik berbagai zat dalam tiga wujudnya sebagai berikut:;Elektrolit yang merupakan senyawa kovalen polar adalah �.;"A. A dan B
B. B dan D
C. A dan C
D. hanya C
E. hanya A";B;C4;HOTS
;Kombinasi empat bilangan kuantum yang tidak diizinkan untuk suatu elektron adalah ....;*gambar*;D;C3;Memodifikasi
;Dalam periode yang sama, jika dibandingkan dengan unsur golongan oksigen, unsur golongan halogen mempunyai sifat ....;"energi ionisasinya lebih kecil
lebih bersifat basa
keelektronegatifan lebih kecil
afinitas elektron lebih besar
jari-jari atomnya lebih panjang";D;C4;Membandingkan
;Atom X memiliki 9 proton. Menurut kaidah oktet, molekul yang dapat dibentuk dengan 16Y adalah ....;"XY4
XY2
X2Y
X2Y3
XY3";C;C3;Menerapkan
;Gaya yang terjadi pada molekul-molekul polar terjadi akibat adanya ....;"dipol-dipol permanen
dipol-dipol sesaat
imbasan dipol permanen
gaya elektrostatis molekul polar
ikatan hidrogen
";A;C1;
NH3 mengalami disosiasi menjadi N2 dan H2 dalam wadah 1 L sesuai dengan reaksi berikut.;Pada temperatur tertentu, konsentrasi gas pada kesetimbangan masing-masing adalah 0,1 M, maka kesetimbangan reaksi tersebut ....;"tidak bergeser ketika tekanan diperbesar
bergeser ke kanan ketika volume diperkecil
bergeser ke kiri ketika tekanan diperkecil
bergeser ke kiri ketika suhu diturunkan
bergeser ke kiri ketika konsentrasi reaktan diperbanyak";D;C3;Menerapkan
Perhatikan persamaan reaksi di bawah ini!;Jika sebanyak 1 M NH3 terurai dalam sebuah wadah 1 L dengan waktu paruh 5 menit, volume gas hidrogen yang terbentuk setelah reaksi berjalan selama 10 menit pada suhu dan tekanan di mana 1 mol gas oksigen bervolume 10 L adalah .... ;"8,75 L
11,25 L
15,5 L
18,25 L
20,50 L";B;C4;
"Larutan  0,1 M dielektrolisis menggunakan elektroda Ag dengan kuat arus 2 A selama 10 menit, pada elektroda positif akan terbentuk gas oksigen. SEBAB
Setelah akhir elektrolisis pH larutan akan bersifat asam";Pernyataan yang tepat tentang kedua kalimat di atas adalah �;"Pernyataan benar, alasan benar, dan keduanya menunjukkan hubungan sebab dan akibat.
Pernyataan benar, alasan benar, tetapi keduanya tidak menunjukkan hubungan sebab dan akibat.
Pernyataan benar dan alasan salah.
Pernyataan salah dan alasan benar.
Pernyataan dan alasan salah";E;C5;
Berikut adalah struktur asam amino nonesensial.;Asam amino yang bersifat optis aktif terdapat pada nomor ....;"(1), (2), dan (3) 
(1) dan (3)
(2) dan (4)
(4) saja
(1), (2), (3), dan (4)";A;C4;MEMBEDAKAN
Pada temperatur tertentu, diketahui Ksp  dan PbS secara berurutan adalah  dan .;Pada temperatur tersebut, pernyataan yang benar adalah ....;"kelarutan  lebih besar daripada kelarutan PbS 
kelarutan PbS lebih besar daripada kelarutan 
PbS lebih mudah larut dibandingkan  
diperlukan lebih banyak daripada untuk mengendapkan  dari dalam larutan.
kelarutan  sama dengan kelarutan PbS";A;C5;
Logam perak dengan nomor atom 47 dapat berikatan dengan ligan kuat NH3 membentuk ion kompleks [Ag(NH3)2]+.;Geometri dari ion kompleks [Ag(NH3)2]+ adalah ....;"Linear
segitiga planar
segiempat planar
tetrahedral
oktahedral";A;C4;
Pada reaksi 2R  G, diketahui memiliki konstanta laju sebesar 1,5 M/s.;Pernyataan yang tepat mengenai reaksi tersebut adalah ....;"laju reaksi tersebut dipengaruhi oleh konsentrasi
reaksi tersebut berorde nol
jika konsentrasi R dinaikkan dua kali lipat, laju reaksi meningkat 2 kali lebih cepat
reaksi tersebut memiliki hukum laju vkr2
reaksi tersebut berorde negatif";A;C3;
Perhatikan gambar berikut!;Jika senyawa tersebut dinitrasi, gugus nitro akan masuk ke posisi ....;"2
3
4
5
6";A;C3;
;Jika 50 mL larutan c3 0,4 M  kadireaksikan dengan larutan c2 0,2 M memiliki pH = 9, volume larutan c2 yang digunakan sebanyak ....;"100 mL
50 mL
40 mL
25 mL
20 Ml";B;C3;
"Asam orto periodik asam ortomerupakan oksidator menurut reaksi berikut.
Reaksi tersebut terjadi pada suasana asam.";Jika 3 mol asam orto periodik tepat habis bereaksi, jumlah 20-Feb-02-2021-05-30-53-84-AMyang terbentuk sebanyak .... ;"8 mol
9 mol
10 mol
11 mol
12 mol";B;C4;
Sebanyak 4,0 gram cuplikan yang mengandung senyawa hidrokarbon dibakar sempurna dengan gas oksigen.;Jika presentase (%) massa karbon dalam cuplikan tersebut adalah 30%, maka massa karbon dioksida yang dihasilkan dalam proses pembakaran tersebut adalah.... (Ar C = 12, O = 16);"A. 3,3
B. 4,4
C. 5,4
D. 5,5
E. 6,0";B;C3;
Menurut hukum Stefan-Boltzmann, intensitas radiasi yang dipancarkan oleh benda hitam sebanding dengan pangkat empat dari suhu mutlaknya. Daya pancaran radiasi tersebut dinyatakan dengan persamaan latihan soal unbk sma fisika dengan P adalah daya radiasi, e merupakan nilai emisivitas (e = 1 untuk benda hitam), A adalah luas permukaan benda hitam, T adalah suhu mutlak benda, dan k merupakan konstanta Stefan-Boltzmann.;Dimensi konstanta Stefan-Boltzmann pada formula daya radiasi tersebut adalah �;*gambar*;B;;HOTS
Nana akan melakukan perjalanan ke sebuah tempat menggunakan mobil. Mobil yang dikendarai Nana berjalan lurus ke arah utara sejauh 3 km, berbelok ke timur sejauh 4 km, kemudian berbelok kembali ke utara sejauh 3 km, dan terakhir berbelok ke barat sejauh 12 km.;Jika Nana berangkat pada pukul 09.00 dan sampai di tempat tujuan pukul 09.45, maka kecepatan rata-rata mobil yang dikendarai Nana adalah mendekati nilai �;"A. 7,5 km/jam.
B. 10 km/jam.
C. 13 km/jam.
D. 29 km/jam.
E. 36 km/jam.";C;;HOTS
Dani mengendarai motor dengan kecepatan 45 km/jam. Secara tiba-tiba, kucing yang berada 3 meter di depan Dani menyeberang dan berhenti di tengah jalan. Dani terkejut dan mengerem dengan perlambatan 10 m/s2.;Pernyataan yang tepat adalah �;"A. Motor Dani akan berhenti dalam waktu 3 detik.
B. Dani akan berhenti tanpa menabrak kucing.
C. Jika kucing tidak bergerak, kucing akan tertabrak oleh Dani.
D. Motor Dani berhenti setelah menempuh jarak 2,8125 m.
E. Motor Dani berhenti setelah menempuh jarak 5,8125 m.";C;;HOTS
Seorang anak berusaha memindahkan kardus berisi buku-buku dengan mendorongnya di atas bidang datar licin. Kardus pertama berisi buku dengan massa total 2,5 kg didorong dengan gaya 4 N dalam selang waktu 4 detik. Kardus kedua berisi buku dengan massa total 3 kg didorong dengan gaya 3 N dalam selang waktu 2 detik. Kardus ketiga berisi buku dengan massa total 2 kg didorong dengan gaya 2,5 N dalam selang waktu 10 detik. Kardus keempat berisi buku dengan massa total 1 kg didorong dengan gaya 5 N dalam selang waktu 5 detik.;Urutan kardus yang menghasilkan usaha dari terkecil hingga terbesar adalah �;"A. 1) - 2) - 3) - 4)
B. 1) - 3) - 2) - 4)
C. 2) - 1) - 3) - 4)
D. 3) - 2) - 1) - 4)
E. 4) - 1) - 2) - 3)";C;;HOTS
Dina memiliki sebuah balok bermassa 4 kg yang bergerak lurus di atas bidang datar dengan kecepatan awal 5 m/s. Koefisien gesek kinetis antara balok dan bidang datar adalah 0,25.;Besar perpindahan benda hingga benda berhenti adalah �;"A. 0,5 m
B. 2,0 m
C. 2,5 m
D. 4,0 m
E. 5,0 m";E;;MOTS
Mesin Carnot merupakan alat yang berfungsi mengubah energi panas menjadi energi mekanik. Ketika mesin Carnot menerima kalor sebesar 2500 J pada reservoir panas dan 1250 J pada reservoir dingin, efisiensi yang dihasilkan sebesar ?.;Jika mesin Carnot tersebut menerima kalor 2500 J dari reservoir panas dan melepas kalor 750 J pada reservoir dingin, nilai efisiensi mesin Carnot mengalami perubahan sebesar �;"A. 0,1
B. 0,2
C. 0,3
D. 0,5
E. 0,7";B;;HOTS
Seorang anak sedang bermain-main di atas bidang licin es seolah mengikuti penari balet. Ketika anak tersebut melipat kedua tangannya, momen inersia anak bernilai 3,2 kg.m2 dan berputar dengan kecepatan sudut 5 rad/s.;Jika anak ingin berputar dengan kecepatan sudut 1 rad/s, anak tersebut harus merentangkan tangan sehingga momen inersia anak sebesar �;"A. 0,8 kg.m2
B. 1,6 kg.m2
C. 8,0 kg.m2
D. 12 kg.m2
E. 16 kg.m2";E;;MOTS
Dua buah gabus mengapung di permukaan air yang membentuk gelombang. Ketika gabus pertama berada di puncak gelombang, gabus kedua berada di puncak gelombang lainnya. Gabus pertama dan kedua terpisah sejauh 50 cm dan terdapat satu puncak gelombang lain di antara keduanya. Kedua gabus bergerak naik dan turun dengan frekuensi 20 Hz.;Cepat rambat gelombang tersebut adalah �;"A. 0,5 m/s
B. 1,0 m/s
C. 2,5 m/s
D. 5,0 m/s
E. 10 m/s";D;;HOTS
Lima ratus gram es balok bersuhu -10oC sedang berusaha dicairkan secepat mungkin dengan menuangkan 500 gram air bersuhu 80oC. Setelah mencapai kesetimbangan, ternyata masih ada sebagian es yang belum mencair. Es yang belum mencair dipindahkan ke wadah X dan kembali dituangkan 250 gram suatu zat cair bersuhu 50oC.;Jika kalor jenis zat cair tersebut adalah 0,57 kal/g oC, suhu akhir cairan di wadah X sebesar �;"A. 0 oC
B. 7 oC
C. 17 oC
D. 27 oC
E. 37 oC";D;;HOTS
Dani menggantungkan beban bermassa 200 gram pada pegas sepanjang 20 cm, hal ini menyebabkan panjang pegas bertambah menjadi 25 cm. Pegas tersebut ditarik hingga mencapai simpangan sebesar y dan menghasilkan energi potensial sebesar 2 J.;Nilai y adalah �;"A. 0,52 m
B. 0,32 m
C. 0,12 m
D. 0,52 cm
E. 0,32 cm";B;;MOTS
Sebuah benda berbentuk kubus terbuat dari bahan yang memiliki massa jenis 0,25 g/cm3. Benda tersebut mengapung di atas cairan X dengan massa jenis 0,9 g/cm3. Dani ingin agar benda kubus melayang di dalam cairan X, sehingga Dani menambahkan benda dengan massa jenis 5 g/cm3 di atas benda kubus.;Jika rusuk kubus sebesar 5 cm, berat benda yang harus diletakkan di atas benda kubus sebesar �;"A. 0,99 N
B. 1,68 N
C. 2,20 N
D. 3,20 N
E. 5,20 N";A;;HOTS
Benda A bergerak dengan kecepatan 5 m/s ke arah kanan menabrak benda B yang bergerak berlawanan arah dengan benda A dengan kecepatan 8 m/s. Massa benda A dua kali lebih besar dari massa benda B.;Jika setelah tabrakan, benda A bergerak ke kiri dengan kecepatan 2 m/s, pernyataan yang benar adalah �;"A. Tumbukan yang terjadi antara benda A dan benda B adalah lenting sempurna.
B. Tumbukan yang terjadi antara benda A dan benda B adalah tidak lenting sempurna.
C. Tumbukan yang terjadi antara benda A dan benda B adalah tidak lenting sama sekali.
D. Tumbukan yang terjadi antara benda A dan benda B memiliki koefisien restitusi 0,6.
E. Tumbukan yang terjadi antara benda A dan benda B memiliki koefisien restitusi 0,8.";D;;HOTS
Sebuah mobil polisi bergerak dengan kecepatan 20 m/s sambil membunyikan sirine berfrekuensi 1.050 Hz. Sementara itu, seorang pengendara motor bergerak di belakang mobil polisi dengan kecepatan 10 m/s km/jam searah dengan mobil polisi.;Cepat rambat bunyi di udara saat itu adalah 330 m/s, maka frekuensi sirine yang didengar oleh pengendara motor adalah �;"A. 1.010 Hz
B. 1.020 Hz
C. 1.030 Hz
D. 1.050 Hz
E. 1.060 Hz";B;;MOTS
Sebuah sumber cahaya monokromatik dengan panjang gelombang 600 nm dilewatkan pada celah ganda sehingga menghasilkan pola interferensi pada layar yang berada 2 meter dari celah.;Apabila sumber cahaya diganti dengan sumber cahaya lain dengan panjang gelombang 450 nm, pernyataan yang benar berikut ini adalah �;"A. Jarak antarpola terang pada layar tidak akan berubah
B. Jarak antarpola terang pada layar menjadi � kali semula
C. Jarak antarpola terang pada layar menjadi � kali semula
D. Jarak antarpola terang pada layar menjadi � kali semula
E. Jarak antarpola terang pada layar menjadi 4/3 kali semula";D;;MOTS
Salah satu manfaat gelombang elektromagnetik ialah dapat digunakan untuk fotografi pemetaan sumber daya alam.;Gelombang yang digunakan yaitu �;"A. Sinar gamma
B. Cahaya tampak
C. Sinar inframerah
D. Gelombang radio
E. Gelombang mikro";C;C1;LOTS
Dua buah muatan positif 4 ?C dan 9 ?C terpisah sejauh 40 cm. Sebuah muatan hendak diletakkan di sekitar kedua muatan tersebut.;Agar gaya listrik yang dialami oleh muatan ketiga sama dengan nol, muatan ketiga harus diletakkan sejauh �;"A. 16 cm di sebelah kiri muatan 4 ?C
B. 16 cm di sebelah kanan muatan 9 ?C
C. 20 cm di sebelah kanan muatan 9 ?C
D. 24 cm di sebelah kanan muatan 4 ?C
E. 24 cm di sebelah kiri muatan 9 ?C";A;;HOTS
Dua buah kawat panjang berarus terpisah sejauh a. Kuat arus yang mengalir pada kawat pertama dan kawat kedua masing-masing adalah 3 A dan 5 A. Sebuah kawat penghantar berarus yang lain (kawat X) hendak diletakkan di sekitar kedua kawat.;Agar kawat X tidak mengalami gaya magnetik, kawat X harus diletakkan pada �;"A. 0,5a di sebelah kiri kawat (1)
B. 0,5a di sebelah kanan kawat (1)
C. 0,5a di sebelah kanan kawat (2)
D. 1,5a di sebelah kiri kawat (1)
E. 1,5a di sebelah kanan kawat (2)";D;;HOTS
"Sebuah rangkaian RLC terdiri dari resistor 200 ohm, kapasitor 16 ?F, dan induktor 1,6 H yang dihubungkan dengan sumber tegangan V = 20 sin 250t.
Perhatikan pernyataan-pernyataan berikut ini!
1) Tegangan efektif sumber 20?2 V.
2) Reaktansi induktif ohm 160 ohm.
3) Reaktansi kapasitif ohm 250 ohm.
4) Hambatan total rangkaian 250 ohm.
5) Kuat arus maksimum yang mengalir pada rangkaian 0,04 A.";Pernyataan yang benar ditunjukkan oleh nomor �;"A. 1, 2, dan 3
B. 1, 3, dan 4
C. 2, 3, dan 5
D. 2, 4, dan 5
E. 3, 4, dan 5";E;;HOTS
Sebuah pesawat antariksa menjauhi Bumi dengan kelajuan ?5 � 108�m/s. Pesawat itu memancarkan data dengan laju 50 pulsa/s.;Pulsa akan diterima di bumi dengan laju �;*gambar*;D;;MOTS
Pada sebuah bintang yang telah kehabisan hidrogen, terjadi proses triple-? yang melibatkan tiga inti helium (partikel alfa) untuk membentuk karbon dan menghasilkan energi dengan reaksi sebagai berikut. Massa inti helium adalah 4,0026 sma, massa inti berilium 8,0053 sma, dan massa inti karbon 12 sma.;Jika 1 sma setara dengan 931 MeV, maka energi yang dihasilkan melalui reaksi tersebut adalah �;"A. 0,0931 MeV
B. 3,6309 MeV
C. 7,2618 MeV
D. 7,3549 MeV
E. 14,5236 MeV";C;;MOTS
Ria melakukan pengukuran terhadap diameter sebuah tabung reaksi menggunakan jangka sorong dan didapatkan hasil sebagai berikut. Selanjutnya Rika mengukur tinggi tabung reaksi tersebut dengan menggunakan mistar dan didapatkan hasil sebagai berikut.;Volume tabung reaksi tersebut sekitar �. . ;"3,28 cm3
6,30 cm3
20,6 cm3
40,3 cm3
53 cm3";E;;HOTS
Seorang anak mengendarai sepeda motor dengan kecepatan konstan 15 m/s pada arah ? terhadap sumbu x positif.;Besar kecepatan anak pada arah sumbu x adalah 12 m/s, maka nilai ? adalah �;"30�
37�
45�
53� 
60�";B;C1;LOTS
Sepeda bergerak dengan posisi sepeda mengikuti persamaan x = 2t2+t, dengan x dalam meter, dan t dalam sekon.;Kecepatan sesaat sepeda saat t = 2s sebesar �;"10 m/s
9 m/s
7 m/s 
5 m/s
3 m/s";B;;MOTS
Doni melempar bola basket dari ketinggian sejajar pundaknya ke arah ring pada sudut elevasi 53�. Bola memiliki komponen kecepatan 6 m/s pada arah sumbu y setelah 1 sekon.;Jika tinggi pundak Doni 160 cm, ketinggian bola basket setelah 1,5 sekon adalah �. ;"12,75 m
14,35 m
22,65 m
28,25 m
36,85 m";B;;MOTS
Tiga buah roda dihubungkan seperti yang ditunjukkan pada gambar berikut.;Diketahui jari-jari roda, yaitu RA = 20 cm, RB = 5 cm, dan RC = 25 cm. Apabila roda C berputar dengan kecepatan 5 m/s, kecepatan sudut roda A adalah �.;"2 rad/s
2,5 rad/s
4 rad/s
5 rad/s
7,5 rad/s";D;;MOTS
Anak kelas X sedang melakukan praktikum mengenai pengukuran periode suatu bandul. Prosedur praktikum yang dilakukan bertujuan untuk mengetahui pengaruh panjang tali terhadap periode ayunan bandul yang bergerak harmonis.;Variabel bebas pada praktikum tersebut adalah �.;"A. Ayunan bandul

B. Panjang tali

C. Periode

D. Simpangan

E. Frekuensi";B;C5;HOTS
Terdapat vektor A dan vektor B seperti dinyatakan dalam gambar berikut.;Penjumlahan kedua vektor di atas dapat digambarkan sebagai �.;*gambar*;C;C2;MOTS
Sebuah benda diberi gaya 7.0 N sehingga berpindah sejauh 7.1 meter.;Besar usaha yang dikerjakan pada benda tersebut adalah �;"A. -36 J
B. -18 J
C. 18 J
D. 36 J
E. 54 J";C;C2;MOTS
Dina melempar sebuah bola dari atas gedung setinggi 20 m dengan kelajuan awal 30 m/s dan sudut elevasi 30o.;Waktu yang dibutuhkan bola untuk sampai ke tanah adalah �.;"A. 1 s
B. 2 s
C. 3 s
D. 4 s
E. 6 s";D;C3;MOTS
Ketika liburan sekolah, Nana dan keluarganya berlibur ke Kalimantan Barat, tepatnya di Kota Pontianak. sementara itu teman dekat Nana, Dina, berlibur ke benua Australia. Dina berada di kota A yang berada pada koordinat 30o LS.;Jika jari-jari bumi 6.371 km dan bumi berotasi 23 jam 56 menit, perbandingan kecepatan linear bumi yang dialami oleh Nana dan Dina adalah �.;*gambar*;E;C4;HOTS
Sebuah rangkaian listrik dengan sumber tegangan V memiliki kuat arus 6 A.;Jika hambatan dibuat tetap, sedangkan sumber tegangan dinaikkan menjadi 2V, maka kuat arus akan menjadi�;"12 A
3 A
1,5 A
24 A
Tidak berubah";A;C3;
"Perhatikan pernyataan berikut!

Menyala lebih terang
Menyala lebih redup
Jika salah satu lampu dicabut, lampu lain tetap menyala
Jika salah satu lampu dicabut, lampu lainnya mati Terdapat dua buah rangkaian berbeda yang dihubungkan ke sebuah baterai dengan nilai tegangan yang sama. Pada rangkaian pertama, lampu A-B-C dipasang secara paralel sedangkan pada rangkaian kedua lampu D-E-F dipasang secara seri.";Sifat di atas yang merupakan sifat rangkaian lampu A-B-C jika dibandingkan dengan lampu D-E-F adalah�;"1 dan 3
2 dan 4
1 dan 4
2 dan 3
Tidak ada yang benar";A;C5;
;Jika saklar tetap berada dalam keadaan terbuka seperti pada gambar, lampu yang menyala adalah�;"Tidak ada
A dan B
C dan D
A, B, C, dan D
Tidak dapat ditentukan";D;C3;
;Jika diketahui secara berturut-turut adalah 6 ?, 12 ?, dan 6 ?, serta sumber tegangannya adalah 12 V, besar kuat arus I2 adalah�;"1 A
2 A
4 A
3 A
0,5 A";B;C3;
Sebuah lampu memiliki spesifikasi 20 W, 220 V.;Jika lampu dipasang pada tegangan 110 V, maka energi listrik yang terpakai dalam 1 jam adalah�;"72 kJ
36 kJ
44 kJ
22 kJ
18 Kj";E;C2;
Terdapat dua buah muatan dengan muatan masing-masing +3 �C dan -3 �C. Kedua muatan terpisah sejauh 3 cm.;Besar dan jenis gaya Coulomb antara kedua muatan tersebut adalah�;"90 N dan tolak menolak
90 N dan tarik menarik
2.700 N dan tolak menolak
2.700 N dan tarik menarik
Tidak ada jawaban yang benar";B;C3;
